ghi;dni;dhi;temp_air;ws10
73.0;135.77;52.0;-1.9;1.52
131.0;206.7;86.0;0.49;1.24
132.0;96.86;108.0;1.88;1.24
188.0;374.71;97.0;2.49;1.24
129.0;162.35;96.0;2.71;1.31
41.0;0.0;41.0;2.31;1.31
3.0;0.0;3.0;1.46;1.66
0.0;0.0;0.0;0.43;1.72
0.0;0.0;0.0;-0.47;1.52
0.0;0.0;0.0;-1.1;1.45
0.0;0.0;0.0;-1.01;1.93
0.0;0.0;0.0;-0.97;1.86
0.0;0.0;0.0;-1.02;1.66
0.0;0.0;0.0;-1.44;1.45
0.0;0.0;0.0;-1.4;1.17
0.0;0.0;0.0;-1.17;0.9
0.0;0.0;0.0;-0.42;0.48
0.0;0.0;0.0;-0.44;0.55
0.0;0.0;0.0;-0.73;0.97
0.0;0.0;0.0;-0.49;1.24
0.0;0.0;0.0;-0.49;1.52
0.0;0.0;0.0;-0.37;1.59
0.0;0.0;0.0;-0.14;2.34
5.0;0.0;5.0;-0.22;2.21
72.0;113.45;54.0;0.2;1.86
67.0;4.51;66.0;0.89;1.66
138.0;107.09;111.0;1.6;2.14
165.0;206.2;114.0;1.58;2.0
200.0;697.8;55.0;1.57;1.66
47.0;7.34;46.0;1.29;0.97
3.0;0.0;3.0;0.87;0.83
0.0;0.0;0.0;-0.28;0.83
0.0;0.0;0.0;0.07;0.62
0.0;0.0;0.0;-0.04;0.34
0.0;0.0;0.0;-1.18;0.9
0.0;0.0;0.0;-1.25;0.9
0.0;0.0;0.0;-1.46;1.1
0.0;0.0;0.0;-1.38;1.17
0.0;0.0;0.0;-1.18;1.17
0.0;0.0;0.0;-0.81;1.1
0.0;0.0;0.0;-0.57;1.17
0.0;0.0;0.0;-0.58;1.52
0.0;0.0;0.0;-0.61;1.79
0.0;0.0;0.0;-0.46;1.93
0.0;0.0;0.0;-0.4;1.93
0.0;0.0;0.0;-0.33;1.93
0.0;0.0;0.0;-0.37;1.72
1.0;0.0;1.0;-0.11;1.79
44.0;6.14;43.0;0.35;1.79
25.0;0.0;25.0;0.88;2.34
39.0;0.0;39.0;1.51;2.76
41.0;0.0;41.0;1.86;2.83
42.0;0.0;42.0;2.14;2.97
